distance_km,traffic_level,road_block,ambulance_speed_kmph,emergency_severity,arrival_time_min
4.302,2,0,47.88,3,8.531
6.637,2,0,49.84,2,12.641
0.84,1,0,39.75,4,0.8
5.784,1,0,51.53,2,7.209
1.709,1,0,43.49,5,2.879
7.619,1,0,47.96,4,8.933
3.348,1,0,49.64,2,5.112
5.138,2,0,51.82,1,10.473
3.906,3,0,50.9,2,11.498
8.764,3,0,45.61,3,28.416
4.922,3,0,48.62,1,17.574
0.697,2,0,40.22,3,3.34
5.376,1,0,32.53,5,9.68
4.989,3,0,50.21,5,13.956
5.145,1,0,54.32,1,6.057
4.333,2,0,42.12,5,9.95
6.962,3,0,37.54,1,28.937
0.974,1,0,48.24,5,1.22
4.499,1,0,39.05,5,6.67
6.141,2,1,45.56,2,20.709
6.474,1,0,44.45,1,9.591
1.533,1,0,48.49,2,1.809
5.874,1,0,52.69,4,7.57
3.077,3,0,43.29,5,9.616
7.226,3,0,37.52,5,28.065
1.912,1,0,56.61,5,2.285
8.871,1,0,32.73,3,17.115
6.748,1,0,59.63,1,7.357
2.44,3,0,41.45,5,8.761
5.826,1,0,56.44,4,5.887
1.924,1,0,66.81,3,1.968
4.26,3,0,49.59,4,12.197
3.224,2,0,39.08,4,8.407
5.804,1,0,39.45,1,11.224
7.529,3,0,49.12,5,23.581
2.03,2,0,45.03,3,4.748
4.004,3,0,53.61,1,12.117
3.565,1,0,58.59,4,4.849
7.958,3,0,40.93,2,29.189
4.601,2,0,53.12,3,7.586
2.622,1,0,59.57,4,2.159
8.979,3,0,47.19,5,27.017
3.748,1,0,41.41,5,6.424
2.083,2,0,43.16,1,5.513
7.529,2,0,40.33,5,17.187
3.888,1,0,40.37,2,6.683
5.0,1,0,48.0,5,7.354
1.601,3,0,40.34,5,6.754
3.463,1,0,57.52,5,3.245
5.523,2,0,42.38,3,13.142
1.771,1,1,57.58,2,9.233
5.654,1,0,50.58,1,7.901
7.707,2,0,52.42,3,14.606
3.544,1,0,45.69,4,4.813
2.057,1,0,44.75,5,1.807
0.616,3,0,47.68,2,2.492
1.56,2,0,55.12,2,2.6
7.201,1,0,59.44,4,6.402
2.64,1,0,42.43,4,3.487
0.998,1,0,44.94,4,0.8
6.982,1,0,55.61,5,6.961
7.025,3,1,60.77,4,22.894
3.697,1,0,57.1,4,4.231
3.027,1,0,45.57,3,4.962
0.425,2,0,43.08,3,1.381
4.396,2,0,62.74,4,6.531
0.62,2,0,57.17,3,0.8
8.919,1,0,36.24,4,13.51
2.689,1,0,50.28,5,1.935
7.858,1,0,53.78,5,8.396
7.104,2,0,53.07,5,12.551
3.259,2,0,45.75,3,8.109
7.683,1,0,41.28,5,12.433
4.85,1,0,53.53,5,5.372
8.068,1,0,62.56,1,9.165
7.194,3,0,46.72,1,23.466
2.124,1,0,66.22,1,2.778
8.309,1,0,45.82,3,10.861
3.224,2,1,34.98,5,15.579
6.44,1,0,42.04,4,9.226
2.629,1,0,43.48,4,2.488
3.303,2,0,53.84,2,7.48
0.357,1,0,43.87,2,0.8
4.892,2,0,48.04,5,9.773
2.509,2,0,44.63,4,5.556
1.022,1,0,58.0,4,1.113
0.443,2,0,47.58,1,1.992
2.648,1,0,37.88,3,3.842
6.177,1,0,52.46,4,7.249
7.438,2,0,47.59,4,14.555
5.3,2,0,57.7,2,10.265
2.09,1,1,38.95,2,10.094
0.216,1,0,44.74,5,0.8
5.218,3,0,49.94,2,15.56
3.861,1,1,42.71,2,15.071
4.159,2,0,58.1,4,6.18
7.633,1,0,41.54,2,10.304
0.656,1,0,46.61,1,3.146
1.589,1,0,58.93,5,2.804
5.65,3,0,45.03,2,18.055
0.217,2,0,41.72,4,0.8
4.455,2,0,42.14,3,11.164
1.261,1,0,48.5,3,0.8
6.608,2,0,45.75,4,14.953
1.402,1,0,37.57,3,2.552
7.342,2,0,49.9,5,14.152
5.251,1,0,37.4,3,10.988
8.089,1,0,46.9,4,11.983
1.395,2,0,53.87,5,2.641
2.437,1,0,49.6,5,4.177
5.096,1,0,51.7,2,6.912
2.062,2,0,50.2,3,5.578
4.372,1,0,46.53,4,5.957
2.397,2,0,45.15,3,6.168
3.865,2,0,46.99,2,7.848
6.105,1,0,45.6,3,9.077
4.602,1,0,55.6,3,5.216
8.185,3,0,53.93,4,21.871
6.054,3,0,44.15,4,19.264
2.974,3,0,44.92,5,9.883
6.817,2,1,47.28,4,17.773
2.723,1,0,49.57,3,3.153
8.794,1,0,49.44,4,10.669
0.95,1,0,54.13,4,0.8
4.034,2,0,50.34,1,8.291
2.664,1,0,48.52,5,5.002
5.863,3,0,35.91,2,25.637
7.564,2,0,44.87,5,14.242
8.685,1,0,52.58,4,10.937
3.961,2,0,35.38,5,10.333
5.659,1,0,50.56,3,7.056
8.38,1,0,53.12,5,10.195
4.941,1,0,34.37,3,9.183
1.304,1,0,40.45,4,3.48
7.146,1,0,57.34,3,8.288
8.922,2,0,54.84,1,16.307
0.207,3,0,49.7,3,1.87
5.263,1,0,53.3,5,6.09
7.28,2,0,51.41,2,11.83
6.153,3,1,50.4,2,22.676
7.622,3,0,47.84,4,22.988
6.208,2,0,38.51,4,16.661
2.808,3,1,50.11,3,18.72
4.427,1,0,51.37,3,6.933
8.082,2,0,51.5,3,15.632
1.649,1,0,52.13,3,3.121
0.978,3,0,41.52,4,3.345
2.428,1,0,42.41,4,3.511
6.554,3,0,42.13,5,22.601
0.694,1,0,43.85,1,1.852
7.067,2,1,57.85,1,19.604
8.708,2,0,39.92,4,20.557
2.292,2,0,46.85,4,5.496
7.512,2,1,46.57,5,19.414
5.161,1,0,55.04,3,5.953
2.475,2,0,51.3,5,5.064
6.585,1,0,39.5,4,10.693
2.801,1,0,39.3,2,4.081
7.8,1,0,42.53,4,10.379
4.169,2,1,50.36,4,14.087
6.024,2,0,47.43,4,11.163
7.153,3,0,47.06,5,23.169
2.005,2,1,33.86,5,13.608
0.589,1,0,48.43,2,1.55
5.583,1,0,54.76,3,5.794
3.826,2,0,43.73,4,7.606
1.119,2,0,46.6,4,1.803
2.171,2,0,33.51,5,6.08
5.749,1,0,59.36,3,7.149
4.7,3,0,52.11,5,14.332
1.524,1,0,56.19,3,2.219
4.556,1,0,47.73,5,6.531
7.079,2,0,34.57,2,19.682
7.401,2,0,53.52,5,13.604
8.927,2,0,40.23,2,21.075
2.676,1,0,41.88,4,3.193
2.923,1,0,41.11,2,5.708
5.547,1,0,43.49,4,8.213
1.438,2,0,35.48,3,4.817
4.426,1,1,37.33,3,14.129
2.647,2,0,39.71,4,6.69
5.022,3,0,40.1,3,18.624
7.332,3,0,42.94,4,25.008
6.164,2,0,49.33,5,11.194
7.076,1,0,41.3,3,10.277
4.469,3,0,50.07,3,14.611
6.89,1,0,54.93,2,7.562
6.915,1,0,57.75,2,8.091
4.655,3,0,57.27,5,11.514
3.244,1,1,54.21,4,9.993
3.624,1,0,44.37,3,6.176
4.347,1,0,33.12,4,7.886
6.33,1,1,55.66,2,13.017
5.498,1,0,52.06,1,6.981
6.856,1,0,54.98,5,6.963
8.866,1,0,46.39,4,11.977
5.35,2,0,52.28,4,9.629
8.749,2,0,63.98,2,14.129
7.758,1,0,56.88,5,8.443
6.911,3,0,45.49,4,23.837
7.379,3,0,40.6,2,26.907
0.875,3,0,39.91,4,3.588
2.171,2,0,54.77,3,4.051
6.911,2,0,50.86,3,12.297
5.474,2,0,54.43,3,10.578
1.972,2,0,52.84,2,3.575
6.817,1,0,52.04,3,8.551
4.023,1,0,41.21,3,6.322
2.862,1,0,49.89,1,5.426
8.666,1,0,36.35,2,13.914
6.118,1,0,47.93,5,7.142
1.75,1,0,46.79,4,2.586
2.117,2,0,46.51,4,4.446
6.893,2,0,33.28,5,19.477
0.394,1,0,43.38,2,2.642
7.445,3,0,63.62,5,17.103
0.335,1,0,35.77,3,0.8
4.02,3,0,45.36,3,12.149
7.749,1,0,46.21,2,11.2
3.993,2,0,46.42,2,9.188
4.033,2,0,57.11,4,5.962
4.153,2,0,52.94,4,7.43
2.695,1,0,54.34,5,3.702
6.682,3,0,46.99,3,22.035
2.471,1,0,48.8,5,1.937
6.967,1,0,51.5,5,8.077
8.298,1,0,41.22,1,13.355
0.765,2,0,68.0,4,0.961
0.311,2,0,49.07,1,1.193
6.795,2,0,46.7,5,13.709
6.906,2,0,44.04,5,14.097
2.261,2,0,40.74,4,5.986
3.102,2,0,44.44,1,8.924
2.081,1,0,45.67,4,2.738
1.614,1,0,50.54,3,2.35
2.926,3,0,60.81,3,6.633
0.858,3,0,57.54,5,3.229
3.936,1,0,38.47,5,6.341
6.943,3,0,48.33,4,20.587
6.341,1,0,38.45,4,10.42
3.116,2,0,44.2,4,6.606
3.231,1,0,52.41,4,5.461
8.207,2,0,50.2,2,15.844
6.082,1,0,52.22,3,8.833
2.975,1,0,52.39,1,5.037
3.092,1,0,43.53,2,4.994
1.036,1,0,57.25,1,1.771
3.665,1,0,60.73,5,3.616
1.303,1,0,41.2,3,1.618
1.354,1,1,49.46,4,9.874
1.075,1,0,44.15,4,1.455
1.595,2,0,56.37,2,2.424
3.151,1,0,47.12,4,3.746
1.381,3,0,41.79,3,5.029
3.927,1,0,44.66,1,6.476
4.772,2,0,59.36,5,8.269
5.401,2,0,51.27,3,9.494
0.642,2,0,44.07,3,1.771
0.882,3,0,36.08,2,4.433
3.965,1,0,40.65,2,7.254
1.059,2,0,47.63,4,2.213
0.804,2,1,47.35,4,8.242
8.978,3,0,49.53,1,27.676
2.894,1,0,40.59,2,6.015
1.583,1,0,53.4,5,0.919
6.772,3,0,58.13,2,17.699
4.211,2,0,46.73,4,9.378
8.637,1,0,48.94,5,12.274
1.538,1,0,57.87,4,1.176
1.813,1,0,53.21,5,2.626
8.146,2,0,54.33,4,14.24
8.833,2,1,47.73,3,22.395
8.614,2,0,34.94,4,21.911
8.695,2,0,55.53,3,16.136
0.239,1,0,35.52,2,0.8
6.808,2,0,52.94,3,12.555
0.805,2,0,59.41,3,0.903
3.911,1,0,55.48,2,4.035
4.235,3,0,47.2,3,13.714
2.65,1,0,49.81,1,3.358
6.036,1,0,60.03,5,6.523
2.181,1,0,39.52,1,5.002
4.831,1,0,45.82,4,6.735
3.273,1,0,40.26,4,5.815
5.623,2,0,54.96,1,10.056
5.154,2,0,50.68,1,11.809
1.426,1,0,57.96,4,2.562
5.236,3,0,32.47,5,22.777
1.618,3,0,53.09,2,4.687
3.859,3,0,41.85,2,13.68
5.675,1,0,44.75,5,7.704
7.21,1,0,46.58,5,9.467
6.979,1,0,49.51,4,9.233
8.123,2,0,55.31,2,14.785
6.244,2,0,51.22,2,13.2
2.906,1,0,54.03,4,3.374
3.95,1,0,44.07,2,6.304
3.952,1,0,44.46,3,5.321
3.507,2,0,49.38,3,6.565
4.125,1,0,34.59,5,7.904
6.895,2,0,39.73,3,15.311
4.809,3,0,49.24,5,14.34
8.977,1,0,48.84,5,11.567
7.816,2,0,42.78,4,17.66
5.209,2,0,44.05,1,10.737
1.993,2,0,46.88,3,4.496
3.605,1,0,49.11,3,5.262
1.439,1,0,45.15,3,0.98
2.14,1,0,44.52,5,1.751
7.046,2,0,51.03,3,13.207
8.35,1,0,56.11,2,10.354
6.468,1,0,50.71,4,8.418
1.109,2,0,63.15,3,2.234
4.88,2,0,41.17,3,13.035
7.868,2,0,53.45,5,14.474
1.82,2,0,46.17,4,3.948
2.385,1,0,42.44,4,2.348
8.371,2,0,47.22,3,17.364
7.339,2,0,43.62,4,15.921
7.388,2,0,44.3,5,15.3
4.802,2,0,48.94,4,8.34
5.501,3,0,49.04,4,17.17
7.934,2,0,56.96,2,13.266
6.481,2,0,49.38,2,11.178
3.627,1,0,56.44,1,4.378
5.024,1,0,49.69,3,5.577
8.155,1,0,39.49,5,11.946
6.425,1,0,49.24,4,6.418
4.831,1,1,50.45,5,10.263
1.312,2,0,65.4,4,0.942
1.244,1,1,49.5,4,8.024
0.658,2,0,37.67,3,1.95
1.024,2,0,42.0,2,3.143
3.451,3,0,54.67,4,10.091
4.169,2,0,46.61,4,9.878
1.027,1,0,46.42,5,3.051
2.229,2,0,67.14,2,4.203
4.18,2,0,45.94,1,9.933
7.753,2,0,36.82,4,18.992
6.723,2,0,46.07,1,14.62
8.674,3,0,52.03,4,24.291
5.19,1,0,43.28,5,6.364
2.903,1,0,48.26,3,3.304
7.087,2,0,56.21,2,12.765
6.329,1,0,38.41,3,9.716
6.398,1,0,44.95,3,10.514
5.066,1,0,41.95,3,7.936
1.068,2,0,53.43,5,2.18
2.319,1,0,44.9,3,3.852
8.627,3,0,47.34,4,26.777
1.586,1,0,47.61,3,3.573
4.205,1,0,50.94,3,5.963
0.934,1,0,34.74,4,2.442
5.04,2,0,42.65,4,10.093
4.28,1,0,43.64,5,5.341
2.588,3,0,54.28,5,7.908
4.128,1,0,50.31,4,4.723
2.224,3,0,37.9,3,8.874
2.282,1,1,43.36,3,8.131
8.786,1,0,36.34,5,14.338
7.227,1,0,57.37,3,7.535
2.204,2,0,51.84,2,4.547
0.682,1,0,42.71,4,3.107
1.624,1,0,50.0,4,2.436
0.447,2,0,38.67,4,0.827
1.845,1,0,45.63,1,2.094
2.918,3,0,53.07,2,8.691
6.817,1,0,49.6,2,8.681
5.227,1,0,43.48,1,9.086
0.987,2,0,56.27,3,0.839
8.369,3,0,58.97,1,20.798
6.57,3,0,48.03,2,20.834
4.721,2,0,46.19,4,10.151
5.273,1,0,45.22,2,7.872
5.703,1,0,45.7,1,9.076
5.528,2,0,42.99,3,12.763
7.753,1,0,46.24,3,10.957
6.4,1,1,32.65,2,18.391
6.304,1,0,48.27,5,8.349
5.986,1,0,45.48,5,6.855
6.51,1,0,41.67,5,10.724
2.078,2,0,52.04,5,4.709
6.844,1,0,56.72,5,5.937
4.051,1,0,44.09,5,5.16
6.477,1,0,42.34,3,10.098
8.936,2,1,44.33,1,22.93
8.083,2,0,50.54,5,15.273
8.099,1,0,45.72,5,10.493
4.665,1,0,42.7,4,8.524
1.228,1,0,42.53,2,2.876
0.963,2,0,42.85,4,4.193
8.727,1,0,41.45,4,12.065
5.373,1,0,51.56,2,6.858
4.885,2,0,46.53,2,11.263
6.071,1,0,44.26,4,9.587
4.152,2,0,56.51,4,8.002
5.234,1,0,45.99,4,7.237
6.94,3,0,48.87,3,22.272
6.056,1,0,49.34,2,8.036
1.949,2,0,60.28,4,5.057
6.729,1,0,37.1,4,10.493
7.492,3,0,49.95,4,22.251
4.26,2,0,48.27,4,8.758
3.945,1,0,50.42,3,5.301
4.449,3,0,38.68,4,16.628
2.146,1,0,46.2,2,3.727
5.599,3,0,47.31,2,18.052
8.532,1,0,52.9,3,9.433
4.265,2,0,49.31,1,8.312
5.044,2,0,53.95,1,10.751
2.37,2,0,56.2,4,4.713
4.835,1,0,50.58,3,6.542
0.872,2,0,37.75,3,2.394
4.604,2,0,43.93,2,9.438
1.459,2,0,45.85,4,2.324
1.056,3,1,56.86,3,10.076
4.293,2,0,35.76,4,11.013
8.855,1,1,48.58,4,15.887
3.971,2,1,41.95,1,13.329
0.756,2,0,35.07,3,2.34
0.652,1,1,49.89,4,5.835
7.569,2,0,51.71,2,14.703
6.918,1,0,44.88,5,10.515
6.962,1,1,38.54,3,15.838
0.685,3,0,53.67,3,2.196
8.721,2,0,48.78,5,17.499
2.355,3,0,38.64,3,10.302
4.704,1,0,35.47,5,8.0
1.057,1,1,47.3,5,8.863
0.58,1,0,46.93,1,0.978
7.16,2,0,46.31,4,14.971
1.341,1,0,56.24,2,2.032
6.59,1,1,41.64,1,17.608
0.404,3,0,48.71,5,2.42
0.565,3,0,49.15,5,1.558
4.953,1,1,41.99,3,12.302
7.574,2,0,40.97,5,18.493
8.214,2,0,58.13,5,12.938
8.955,1,0,46.23,2,13.098
0.58,1,0,52.25,2,1.144
8.086,1,0,34.15,2,15.407
8.752,1,0,43.81,5,12.331
8.746,1,0,47.72,3,12.162
7.7,1,1,40.46,4,16.963
6.218,1,0,52.31,2,7.849
1.902,2,0,53.09,4,2.387
6.001,1,0,38.12,5,9.234
5.315,1,0,56.54,4,6.323
8.736,2,1,54.76,3,22.742
6.931,1,0,43.66,3,10.282
6.876,2,0,44.4,3,15.741
3.233,3,0,57.68,2,9.331
1.912,2,0,55.2,4,4.417
6.235,2,0,47.06,1,13.257
7.108,1,0,37.51,3,13.387
8.398,2,0,54.78,2,15.15
7.932,1,0,46.4,2,10.616
1.722,1,0,43.13,5,2.089
2.658,1,0,45.31,2,3.971
1.351,2,0,40.34,4,3.933
3.23,1,0,58.7,3,3.109
2.503,2,1,37.87,1,14.349
6.755,1,0,58.46,3,6.436
0.216,2,0,57.91,4,1.095
1.261,2,0,45.18,5,3.297
2.768,3,0,49.33,4,8.756
8.36,1,0,47.69,3,11.175
3.029,1,0,45.56,2,4.842
4.873,1,0,45.09,3,7.843
6.951,3,0,43.92,3,23.294
3.851,2,0,50.03,2,8.211
6.302,1,0,42.56,2,9.324
7.66,3,0,44.36,2,26.946
5.47,1,0,40.67,5,8.288
1.472,2,0,51.8,3,3.325
8.32,2,0,48.63,4,16.446
4.451,2,0,52.93,3,9.333
4.357,2,0,49.37,5,8.942
3.767,3,0,40.4,3,13.336
1.952,1,0,62.3,3,2.75
2.96,1,0,43.04,3,5.223
6.625,1,0,51.02,5,7.391
5.875,1,0,54.14,3,7.656
0.365,1,0,38.29,2,0.8
0.645,2,0,42.37,4,1.444
0.336,1,0,61.66,5,0.8
2.233,2,0,38.52,3,4.74
4.771,3,0,46.33,5,16.154
6.307,3,0,47.86,4,18.98
1.398,1,0,49.28,5,1.539
8.785,1,0,51.11,2,9.999
0.654,1,0,45.0,5,0.8
7.208,1,0,34.94,4,14.084
7.765,2,0,60.87,2,13.491
4.388,1,0,45.53,3,6.299
7.134,2,0,37.5,4,18.857
7.889,2,0,52.2,3,13.577
8.577,1,0,35.85,4,14.511
5.46,1,0,49.85,2,7.282
3.476,2,0,47.36,4,7.632
0.264,1,0,47.93,2,1.677
8.739,2,0,40.7,5,21.004
2.231,1,0,44.1,2,4.184
7.021,1,0,45.21,4,10.007
5.686,3,0,40.69,3,20.986
8.684,1,0,48.91,5,9.627
4.25,1,0,51.55,5,4.847
4.151,1,0,57.16,4,5.031
1.483,1,0,48.19,1,2.464
1.693,1,0,56.91,4,2.223
8.36,1,0,46.61,5,9.879
4.843,2,0,41.74,4,11.773
0.223,3,1,51.1,2,8.136
4.845,1,0,63.06,3,4.326
8.292,2,1,47.43,4,23.897
6.711,1,0,44.87,5,8.922
4.307,3,0,57.61,3,12.062
5.633,1,0,47.18,1,8.194
8.3,2,0,42.87,2,18.29
3.084,1,0,47.73,5,4.538
2.534,1,1,52.24,1,9.178
6.095,1,0,51.34,1,8.964
1.781,2,0,41.35,1,5.562
2.5,1,0,53.81,2,3.832
5.017,1,1,57.96,2,12.937
2.286,1,0,54.91,4,1.826
1.612,1,0,50.07,4,2.535
4.123,1,0,53.34,3,5.698
0.736,2,0,51.93,4,0.967
7.933,1,0,41.16,5,12.314
7.006,3,1,42.46,5,31.078
2.768,2,0,42.04,4,6.631
4.053,1,0,53.0,4,4.697
3.1,1,0,39.12,5,4.563
1.946,3,0,35.04,3,9.612
1.569,1,0,40.55,5,2.334
1.818,2,0,44.56,2,4.364
1.047,2,0,46.71,5,0.932
4.961,3,0,49.56,4,14.102
2.116,1,1,49.98,4,11.023
2.123,2,0,55.35,4,4.889
7.465,1,0,58.27,2,9.117
2.286,2,0,55.54,5,4.325
1.555,1,1,48.25,4,11.163
3.146,1,0,50.58,1,4.052
8.548,1,0,48.52,5,11.818
0.678,1,0,47.58,3,1.029
0.373,1,0,49.43,2,2.381
7.757,3,0,55.5,2,20.169
7.884,2,0,52.85,5,14.711
2.732,1,0,50.11,5,2.876
0.765,1,0,52.09,2,2.354
3.203,1,0,47.98,3,4.39
7.016,1,0,64.59,4,5.865
4.907,1,1,46.73,4,13.559
3.776,1,0,50.7,1,4.461
8.117,1,0,45.93,3,11.841
5.449,2,0,46.08,1,11.329
4.445,1,0,47.74,5,5.828
7.104,3,0,50.62,4,20.559
1.257,2,0,38.4,3,4.284
1.748,2,0,51.67,1,3.763
3.673,2,0,58.98,5,4.493
3.484,2,0,48.61,1,8.632
4.968,1,0,56.46,2,6.386
8.526,1,0,50.03,5,9.967
3.888,1,0,40.83,2,5.139
0.24,3,0,44.47,5,0.8
5.449,3,0,57.81,4,13.769
1.575,1,0,57.01,4,2.667
8.193,3,0,57.16,2,21.673
5.397,1,0,49.78,5,4.984
5.702,1,0,44.51,3,7.816
5.644,1,0,46.79,5,6.968
7.582,1,0,50.52,4,10.278
1.648,1,0,56.85,2,3.129
3.706,2,1,49.71,5,16.005
3.969,1,0,42.85,3,6.379
2.958,2,0,49.15,3,7.127
0.227,1,0,46.99,4,0.974
2.558,3,0,60.28,3,5.653
5.587,3,0,34.13,4,25.314
3.792,1,0,52.92,3,4.856
7.452,1,0,34.92,5,11.909
6.615,1,1,40.99,2,14.091
8.783,2,0,61.36,2,14.768
5.407,1,0,59.25,2,6.379
6.872,2,0,41.24,3,15.496
1.815,2,0,45.91,4,4.653
0.623,1,0,39.63,4,1.777
2.371,1,0,34.03,3,4.268
3.15,1,0,36.46,1,6.651
0.756,2,1,48.97,1,10.216
7.461,1,0,33.89,4,13.009
2.304,2,0,50.93,5,3.983
8.783,2,0,46.62,5,17.98
4.374,1,0,39.57,3,7.02
8.225,3,0,57.52,1,21.928
3.311,1,0,52.5,3,3.732
5.378,1,0,60.67,4,4.588
5.152,1,0,55.88,2,5.193
4.134,1,0,38.51,1,7.784
5.625,1,0,47.63,4,6.435
3.658,2,0,46.53,2,8.666
1.407,3,0,58.32,2,3.569
8.943,2,0,60.11,5,13.136
1.187,1,0,66.94,4,0.8
2.427,2,1,50.95,1,9.811
0.838,1,0,51.21,1,0.95
6.371,1,0,47.81,2,10.501
4.905,1,0,58.28,4,4.159
6.194,1,0,48.11,4,8.491
8.116,2,1,41.55,2,24.494
3.412,3,0,43.42,5,10.219
3.884,2,0,57.4,4,6.454
5.984,3,0,38.91,5,22.8
3.781,3,0,34.57,3,17.101
1.24,2,0,58.09,2,4.35
8.321,1,0,51.18,3,10.116
6.433,1,0,45.46,2,9.751
2.587,1,0,37.83,2,3.764
8.281,3,0,45.34,2,27.356
7.667,2,0,57.32,4,13.651
1.654,3,0,44.33,5,5.268
6.491,1,0,55.92,5,7.257
6.304,1,0,46.39,5,8.062
2.747,1,0,47.56,4,4.143
3.797,3,0,43.69,4,12.543
1.04,2,0,51.61,4,2.469
8.465,2,0,50.37,5,15.452
6.288,1,0,42.08,1,9.204
4.463,1,0,47.77,3,6.41
6.671,1,0,44.99,4,9.915
7.718,2,0,56.25,2,13.408
8.812,3,0,56.34,2,24.308
8.244,3,0,42.06,3,29.042
5.168,1,0,63.78,5,3.259
1.042,1,0,52.36,1,3.022
5.802,2,0,47.36,4,11.175
1.642,2,0,53.53,4,3.55
4.68,1,0,44.42,4,6.029
1.209,2,0,50.23,2,2.502
4.762,1,0,41.54,3,6.019
2.97,2,0,43.01,1,7.891
1.257,1,0,41.66,4,3.736
6.496,1,0,51.57,3,8.617
4.024,2,0,53.13,3,6.84
4.397,1,0,37.8,4,8.014
8.491,2,0,65.85,3,11.872
1.423,2,0,47.79,2,4.426
8.678,3,0,56.34,3,23.162
4.463,2,0,46.5,5,8.965
5.647,1,0,40.7,3,8.583
2.357,1,0,49.64,5,4.527
6.021,2,0,48.42,3,11.522
3.843,1,0,52.69,2,5.396
7.35,1,0,57.14,4,9.288
4.453,2,0,58.74,3,7.654
2.847,2,0,41.52,5,6.76
5.262,2,0,62.82,5,7.741
8.661,2,0,39.48,4,21.202
8.784,1,1,37.85,2,20.773
4.696,2,0,41.85,3,11.099
3.361,1,0,38.83,4,4.572
8.093,3,0,50.22,1,25.075
4.157,2,0,45.3,2,10.221
6.289,1,0,46.79,4,8.559
6.83,1,0,57.52,1,6.206
0.755,2,0,64.03,3,0.8
3.787,1,0,39.46,1,6.851
2.591,3,0,59.34,5,6.842
0.394,1,0,47.02,2,0.8
0.497,1,0,37.66,2,2.157
2.775,2,0,52.43,4,6.265
4.229,2,0,45.56,5,7.86
0.699,1,0,48.35,3,1.088
7.953,1,0,46.93,5,9.181
4.79,3,0,53.38,1,15.882
4.734,2,0,32.85,4,13.835
5.128,2,0,50.66,2,11.507
1.971,2,0,43.2,5,5.334
5.172,3,0,45.85,3,17.22
7.522,1,0,35.61,5,12.619
6.111,1,0,50.51,3,8.56
0.376,1,0,43.42,2,0.8
7.46,3,0,43.18,2,25.216
4.887,2,0,48.76,3,8.622
4.433,1,0,36.55,2,8.756
4.875,2,0,52.54,1,10.464
0.244,2,0,48.34,2,1.152
1.216,2,0,46.18,3,2.753
1.72,2,0,44.84,4,4.711
5.173,1,0,56.57,4,5.707
8.57,2,0,43.36,1,19.177
5.51,1,0,51.44,4,7.577
4.589,3,1,51.55,4,20.576
0.44,1,0,43.55,4,1.783
6.719,1,0,51.72,2,10.025
7.747,1,0,51.6,4,10.189
1.833,1,0,45.73,5,0.815
5.736,3,0,47.59,5,19.059
5.791,1,0,51.48,2,8.383
8.157,1,0,50.31,2,11.116
0.302,2,0,45.5,4,1.336
3.761,3,0,54.25,3,11.254
5.234,1,0,41.84,3,8.326
4.935,3,0,51.86,4,13.464
3.191,1,0,60.98,2,4.645
8.294,1,0,41.44,4,12.253
6.92,1,1,52.16,1,16.942
1.496,1,0,60.16,1,1.932
5.625,2,0,49.92,5,10.254
3.725,2,0,45.45,3,7.313
5.413,2,0,42.74,5,11.816
5.174,2,0,40.54,2,12.674
6.849,3,0,50.54,4,20.598
8.14,2,0,48.93,2,15.722
5.56,3,0,39.33,5,21.722
4.692,1,0,45.18,4,6.36
2.742,3,0,44.29,5,9.166
7.412,3,0,51.65,4,21.776
8.8,1,0,40.71,4,11.464
3.058,1,0,53.07,5,3.884
3.243,1,0,43.1,2,5.938
2.676,1,0,40.95,4,4.529
8.866,1,0,47.52,3,11.823
1.234,1,0,56.05,4,1.556
6.141,1,1,50.67,2,16.115
5.267,1,0,55.52,1,5.745
6.376,2,0,51.12,5,11.354
6.53,3,0,43.25,3,23.534
7.244,1,0,48.81,5,8.196
6.384,1,0,48.09,4,7.369
1.832,1,0,46.23,5,2.663
7.248,1,0,53.78,4,8.878
5.625,2,0,61.07,1,10.581
8.577,1,0,43.47,4,12.469
1.32,1,0,53.79,4,0.879
3.223,3,0,49.32,1,10.651
1.305,1,0,47.07,5,0.964
6.477,1,0,40.55,3,8.47
8.552,1,0,42.52,4,13.748
0.408,1,0,45.36,1,1.94
4.29,3,0,40.78,3,16.676
6.854,2,0,49.77,4,13.167
2.257,1,0,46.75,2,3.522
2.179,2,0,48.47,1,5.821
1.863,2,0,46.13,3,4.711
1.691,2,0,56.73,3,3.579
1.197,2,0,40.46,3,2.48
6.917,1,0,38.94,4,11.867
2.713,1,1,42.37,2,7.171
3.842,3,0,37.92,5,13.804
6.476,2,0,48.69,5,12.766
5.167,2,0,36.4,4,14.063
6.931,1,0,49.25,1,8.86
0.236,3,0,56.23,4,1.158
2.755,1,0,55.42,5,3.756
1.811,1,0,42.84,3,2.754
0.343,3,0,36.36,2,2.371
5.03,1,0,62.87,5,5.234
0.202,1,0,33.32,2,0.8
8.819,1,0,43.33,1,14.496
4.716,2,0,47.53,2,10.234
1.393,1,0,39.15,2,2.232
6.164,2,0,43.2,3,14.409
6.505,3,0,57.02,5,15.946
4.429,1,0,55.66,5,4.129
6.074,1,0,43.4,4,10.188
3.603,2,0,45.84,4,8.948
5.358,1,0,55.6,3,5.378
7.215,1,0,42.54,5,11.698
3.859,2,0,28.0,5,13.772
3.279,1,0,56.93,1,3.29
4.819,1,0,41.58,5,8.514
